rank,age,job,marital,balance,actual_churn,score_lr,score_rf,avg_score,risk_segment
809,36,blue-collar,married,-206,0,0.2243,0.02,0.1222,Low Risk
810,49,blue-collar,married,474,0,0.2239,0.02,0.122,Low Risk
811,37,services,married,0,0,0.2287,0.015,0.1218,Low Risk
812,31,management,married,1183,0,0.2182,0.025,0.1216,Low Risk
813,33,technician,married,181,0,0.2071,0.035,0.121,Low Risk
814,29,management,single,0,0,0.1719,0.07,0.121,Low Risk
815,28,services,single,-427,0,0.1615,0.08,0.1208,Low Risk
816,46,blue-collar,married,668,1,0.2258,0.015,0.1204,Low Risk
817,37,admin.,married,1123,0,0.1901,0.05,0.12,Low Risk
818,41,management,married,251,0,0.2099,0.03,0.12,Low Risk
819,42,management,married,2416,0,0.2289,0.01,0.1194,Low Risk
820,30,blue-collar,single,71,0,0.2187,0.02,0.1194,Low Risk
821,31,services,married,440,0,0.1984,0.04,0.1192,Low Risk
822,28,technician,single,183,0,0.1731,0.065,0.119,Low Risk
823,32,management,married,3935,0,0.2325,0.005,0.1188,Low Risk
824,57,management,married,1052,0,0.2226,0.015,0.1188,Low Risk
825,42,technician,single,344,0,0.2015,0.035,0.1182,Low Risk
826,46,management,divorced,-154,0,0.2312,0.005,0.1181,Low Risk
827,46,entrepreneur,married,242,0,0.2108,0.025,0.1179,Low Risk
828,32,services,married,162,0,0.21,0.025,0.1175,Low Risk
829,56,blue-collar,married,420,0,0.2247,0.01,0.1174,Low Risk
830,41,blue-collar,married,641,0,0.2336,0.0,0.1168,Low Risk
831,53,technician,married,719,0,0.2327,0.0,0.1164,Low Risk
832,29,technician,married,43,0,0.2225,0.01,0.1162,Low Risk
833,31,services,married,388,0,0.2174,0.015,0.1162,Low Risk
834,37,blue-collar,married,395,0,0.2271,0.005,0.116,Low Risk
835,49,technician,married,230,0,0.2108,0.02,0.1154,Low Risk
836,40,services,married,-342,0,0.2145,0.015,0.1148,Low Risk
837,25,blue-collar,married,-76,0,0.2028,0.025,0.1139,Low Risk
838,31,services,married,428,0,0.2123,0.015,0.1136,Low Risk
839,30,technician,single,60,0,0.1666,0.06,0.1133,Low Risk
840,43,blue-collar,married,667,0,0.2212,0.005,0.1131,Low Risk
841,35,admin.,married,8652,0,0.2106,0.015,0.1128,Low Risk
842,34,blue-collar,married,622,0,0.2205,0.005,0.1128,Low Risk
843,46,blue-collar,married,494,0,0.2252,0.0,0.1126,Low Risk
844,31,services,married,413,0,0.2196,0.005,0.1123,Low Risk
845,32,services,married,401,0,0.2091,0.015,0.112,Low Risk
846,36,entrepreneur,married,177,0,0.1962,0.025,0.1106,Low Risk
847,36,technician,married,5902,0,0.1852,0.035,0.1101,Low Risk
848,34,blue-collar,married,1831,0,0.2121,0.005,0.1086,Low Risk
849,45,blue-collar,married,827,0,0.197,0.02,0.1085,Low Risk
850,29,self-employed,married,-76,0,0.2156,0.0,0.1078,Low Risk
851,44,admin.,married,0,0,0.1602,0.055,0.1076,Low Risk
852,31,unemployed,married,3242,0,0.1798,0.035,0.1074,Low Risk
853,31,blue-collar,married,897,0,0.2096,0.005,0.1073,Low Risk
854,39,blue-collar,married,293,0,0.2036,0.01,0.1068,Low Risk
855,48,blue-collar,married,559,0,0.2037,0.01,0.1068,Low Risk
856,39,blue-collar,married,20,0,0.2132,0.0,0.1066,Low Risk
857,42,blue-collar,divorced,47,0,0.202,0.01,0.106,Low Risk
858,44,technician,single,-27,0,0.1663,0.045,0.1056,Low Risk
859,48,blue-collar,married,5366,0,0.1906,0.02,0.1053,Low Risk
860,37,management,married,547,0,0.1651,0.045,0.105,Low Risk
861,35,services,married,1453,0,0.2093,0.0,0.1046,Low Risk
862,49,entrepreneur,married,167,0,0.148,0.06,0.104,Low Risk
863,44,blue-collar,married,420,0,0.2077,0.0,0.1038,Low Risk
864,38,services,married,435,0,0.2065,0.0,0.1032,Low Risk
865,35,technician,married,700,0,0.201,0.005,0.103,Low Risk
866,41,blue-collar,married,0,0,0.1775,0.025,0.1012,Low Risk
867,28,blue-collar,married,131,0,0.1874,0.015,0.1012,Low Risk
868,32,blue-collar,married,415,1,0.1865,0.015,0.1008,Low Risk
869,48,blue-collar,married,131,0,0.1979,0.0,0.099,Low Risk
870,37,blue-collar,married,704,0,0.1975,0.0,0.0988,Low Risk
871,28,unemployed,married,655,0,0.1514,0.045,0.0982,Low Risk
872,46,admin.,married,120,0,0.1803,0.01,0.0952,Low Risk
873,33,blue-collar,married,745,0,0.1905,0.0,0.0952,Low Risk
874,25,technician,single,-80,0,0.1792,0.01,0.0946,Low Risk
875,39,blue-collar,married,879,0,0.1879,0.0,0.094,Low Risk
876,36,blue-collar,married,6,0,0.1738,0.01,0.0919,Low Risk
877,39,blue-collar,married,1045,0,0.1584,0.025,0.0917,Low Risk
878,36,blue-collar,married,70,0,0.1633,0.02,0.0916,Low Risk
879,48,management,married,2294,0,0.1662,0.015,0.0906,Low Risk
880,42,admin.,married,642,0,0.119,0.06,0.0895,Low Risk
881,24,blue-collar,single,111,0,0.1284,0.05,0.0892,Low Risk
882,36,management,married,0,0,0.1631,0.015,0.089,Low Risk
883,47,services,married,51,0,0.1306,0.04,0.0853,Low Risk
884,31,services,married,309,0,0.1444,0.025,0.0847,Low Risk
885,36,management,married,860,0,0.1517,0.015,0.0834,Low Risk
886,44,unemployed,married,304,0,0.1545,0.01,0.0822,Low Risk
887,55,blue-collar,married,989,0,0.116,0.04,0.078,Low Risk
888,51,services,married,0,0,0.1499,0.0,0.075,Low Risk
889,55,services,married,186,0,0.1392,0.01,0.0746,Low Risk
890,36,technician,married,146,0,0.1174,0.03,0.0737,Low Risk
891,40,self-employed,married,1516,0,0.1363,0.005,0.0706,Low Risk
892,41,management,married,437,0,0.1258,0.015,0.0704,Low Risk
893,30,unemployed,married,142,0,0.1279,0.01,0.069,Low Risk
894,38,services,married,-762,0,0.1121,0.025,0.0686,Low Risk
895,37,blue-collar,married,427,0,0.1217,0.01,0.0659,Low Risk
896,44,blue-collar,married,-14,0,0.0997,0.02,0.0598,Low Risk
897,38,blue-collar,married,506,0,0.1176,0.0,0.0588,Low Risk
898,31,admin.,married,355,0,0.1124,0.005,0.0587,Low Risk
899,27,technician,married,1577,0,0.1065,0.01,0.0582,Low Risk
900,32,services,married,132,0,0.1154,0.0,0.0577,Low Risk
901,40,technician,married,109,0,0.1037,0.01,0.0568,Low Risk
902,25,unemployed,married,157,0,0.0667,0.045,0.0558,Low Risk
903,38,unemployed,married,1147,0,0.0631,0.035,0.0491,Low Risk
904,30,blue-collar,married,-518,0,0.0812,0.015,0.0481,Low Risk
905,45,unemployed,married,180,0,0.0691,0.01,0.0395,Low Risk
